Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Dinner,15.0,25.0,568,25.0,5.0,56.0,18.0,20.0,"['peppercorns', 'oil', 'garlic', 'ginger', 'beans', 'coriander', 'cornflour', 'peanuts', 'sauce', 'syrup', 'onions', 'florets', 'vinegar', 'cauliflower']",peppercorns oil garlic ginger beans coriander cornflour peanuts sauce syrup onions florets vinegar cauliflower,peppercorn oil garlic ginger bean coriander cornflour peanut sauce syrup onion floret vinegar cauliflower
Dinner,5.0,30.0,230,6.0,3.0,38.0,2.0,6.0,"['butter', 'sugar', 'extra', 'orange', 'compote', 'milk', 'blueberries', 'flour']",butter sugar extra orange compote milk blueberries flour,butter sugar extra orange compote milk blueberry flour
Dinner,15.0,60.0,693,21.0,3.0,97.0,9.0,20.0,"['parsley', 'oil', 'garlic', 'squash', 'pecans', 'pomegranate', 'rice', 'fennel', 'lemon', 'tahini', 'bulb']",parsley oil garlic squash pecans pomegranate rice fennel lemon tahini bulb,parsley oil garlic squash pecan pomegranate rice fennel lemon tahini bulb
Dinner,20.0,20.0,337,13.0,5.0,19.0,5.0,32.0,"['parsley', 'leaves', 'oil', 'garlic', 'dill', 'capers', 'pork', 'juice', 'red', 'bouillon', 'lemon', 'water']",parsley leaves oil garlic dill capers pork juice red bouillon lemon water,parsley leaf oil garlic dill caper pork juice red bouillon lemon water
Dinner,15.0,35.0,782,40.0,13.0,70.0,1.0,29.0,"['parsley', 'chickpeas', 'oil', 'nuts', 'chunky', 'red', 'clove', 'basmati']",parsley chickpeas oil nuts chunky red clove basmati,parsley chickpea oil nut chunky red clove basmati
Dinner,5.0,10.0,391,25.0,11.0,0.4,0.1,42.0,"['steak', 'butter', 'oil', 'clove', 'rosemary']",steak butter oil clove rosemary,steak butter oil clove rosemary
Dinner,10.0,50.0,422,15.0,4.0,51.0,11.0,15.0,"['chickpeas', 'extra', 'kale', 'red', 'potatoes', 'pumpkin']",chickpeas extra kale red potatoes pumpkin,chickpea extra kale red potato pumpkin
Dinner,40.0,0.0,410,30.0,13.0,13.0,1.0,21.0,"['salmon', 'sugar', 'garlic', 'coriander', 'lemongrass', 'dill', 'salt', 'prawns', 'turnips', 'red', 'vinegar']",salmon sugar garlic coriander lemongrass dill salt prawns turnips red vinegar,salmon sugar garlic coriander lemongrass dill salt prawn turnip red vinegar
Dinner,25.0,5.0,476,36.0,22.0,30.0,1.0,5.0,"['cheese', 'butter', 'sugar', 'extra', 'juice', 'lemon', 'cream', 'gin', 'biscuits']",cheese butter sugar extra juice lemon cream gin biscuits,cheese butter sugar extra juice lemon cream gin biscuit
Dinner,20.0,60.0,254,21.0,11.0,9.0,4.0,5.0,"['anchovies', 'stock', 'butter', 'oil', 'garlic', 'tomatoes', 'shallots', 'cream', 'cauliflower']",anchovies stock butter oil garlic tomatoes shallots cream cauliflower,anchovy stock butter oil garlic tomato shallot cream cauliflower
Dinner,60.0,105.0,499,25.0,14.0,53.0,12.0,10.0,"['leaves', 'oil', 'paprika', 'fat', 'cumin', 'extra', 'chard', 'coconut', 'thyme', 'red', 'cinnamon', 'rounds', 'potatoes', 'milk', 'semolina', 'flour']",leaves oil paprika fat cumin extra chard coconut thyme red cinnamon rounds potatoes milk semolina flour,leaf oil paprika fat cumin extra chard coconut thyme red cinnamon round potato milk semolina flour
Dinner,15.0,25.0,556,31.0,9.0,46.0,4.0,21.0,"['parsley', 'honey', 'oil', 'chorizo', 'coriander', 'buns', 'extra', 'sherry', 'red', 'clove', 'tomatoes', 'shallots']",parsley honey oil chorizo coriander buns extra sherry red clove tomatoes shallots,parsley honey oil chorizo coriander bun extra sherry red clove tomato shallot
Dinner,10.0,15.0,813,38.0,22.0,78.0,9.0,33.0,"['leaves', 'thyme', 'tomatoes', 'any', 'cream', 'water']",leaves thyme tomatoes any cream water,leaf thyme tomato any cream water
Dinner,5.0,15.0,707,45.0,24.0,5.0,1.0,65.0,"['parsley', 'butter', 'turkey', 'sherry', 'mushrooms', 'cream', 'flour']",parsley butter turkey sherry mushrooms cream flour,parsley butter turkey sherry mushroom cream flour
Dinner,10.0,45.0,477,13.0,2.0,51.0,8.0,35.0,"['parsley', 'paprika', 'oil', 'garlic', 'beans', 'prawns', 'saffron', 'pork', 'red', 'bouillon', 'lemon', 'basmati']",parsley paprika oil garlic beans prawns saffron pork red bouillon lemon basmati,parsley paprika oil garlic bean prawn saffron pork red bouillon lemon basmati
Dinner,25.0,45.0,471,18.0,8.0,44.0,6.0,29.0,"['steak', 'sugar', 'salt', 'sauce', 'seeds', 'onions', 'cinnamon', 'red', 'lime', 'anise', 'noodles', 'ginger', 'basil']",steak sugar salt sauce seeds onions cinnamon red lime anise noodles ginger basil,steak sugar salt sauce seed onion cinnamon red lime anise noodle ginger basil
Dinner,10.0,15.0,610,24.0,11.0,66.0,8.0,29.0,"['chipotle', 'oil', 'coriander', 'salsa', 'chicken', 'lime', 'red', 'rice', 'cream', 'avocado']",chipotle oil coriander salsa chicken lime red rice cream avocado,chipotle oil coriander salsa chicken lime red rice cream avocado
Dinner,5.0,20.0,414,22.0,13.0,38.0,3.0,19.0,"['stock', 'cheese', 'leaves', 'sugar', 'sauce', 'clove', 'ciabatta', 'tomatoes', 'mascarpone']",stock cheese leaves sugar sauce clove ciabatta tomatoes mascarpone,stock cheese leaf sugar sauce clove ciabatta tomato mascarpone
Dinner,50.0,105.0,493,28.0,10.0,41.0,8.0,16.0,"['parsley', 'butter', 'leaves', 'nuts', 'thyme', 'onions', 'clove']",parsley butter leaves nuts thyme onions clove,parsley butter leaf nut thyme onion clove
Dinner,10.0,40.0,603,11.0,5.0,97.0,21.0,19.0,"['leaves', 'oil', 'garlic', 'paprika', 'coriander', 'cumin', 'extra', 'coconut', 'onions', 'red', 'cinnamon', 'bouillon', 'tomatoes', 'plantains', 'ginger', 'basmati']",leaves oil garlic paprika coriander cumin extra coconut onions red cinnamon bouillon tomatoes plantains ginger basmati,leaf oil garlic paprika coriander cumin extra coconut onion red cinnamon bouillon tomato plantain ginger basmati
Dinner,20.0,40.0,335,15.0,6.0,33.0,7.0,13.0,"['leaves', 'oil', 'beans', 'sugar', 'pastry', 'peas', 'salad', 'mint', 'onions', 'lemon']",leaves oil beans sugar pastry peas salad mint onions lemon,leaf oil bean sugar pastry pea salad mint onion lemon
Dinner,20.0,20.0,572,36.0,5.0,25.0,6.0,34.0,"['oil', 'salmon', 'garlic', 'watercress', 'wasabi', 'extra', 'red', 'fennel']",oil salmon garlic watercress wasabi extra red fennel,oil salmon garlic watercress wasabi extra red fennel
Dinner,10.0,25.0,524,16.0,3.0,65.0,19.0,18.0,"['parsley', 'cheese', 'leaves', 'oil', 'garlic', 'kalamata', 'sage', 'hazelnuts', 'celery', 'bouillon', 'spaghetti', 'tomatoes']",parsley cheese leaves oil garlic kalamata sage hazelnuts celery bouillon spaghetti tomatoes,parsley cheese leaf oil garlic kalamata sage hazelnut celery bouillon spaghetti tomato
Dinner,10.0,15.0,265,4.0,1.0,30.0,5.0,19.0,"['honey', 'cabbage', 'chicken', 'soy', 'red', 'onions', 'noodles', 'ginger', 'roast']",honey cabbage chicken soy red onions noodles ginger roast,honey cabbage chicken soy red onion noodle ginger roast
Dinner,10.0,45.0,430,13.0,7.0,53.0,6.0,23.0,"['spinach', 'grana', 'cornflour', 'extra', 'macaroni', 'tomatoes', 'milk']",spinach grana cornflour extra macaroni tomatoes milk,spinach grana cornflour extra macaroni tomato milk
Dinner,10.0,25.0,271,10.0,1.0,26.0,12.0,13.0,"['almonds', 'paprika', 'oil', 'beans', 'coriander', 'peas', 'cumin', 'seeds', 'onions', 'bouillon', 'tomatoes']",almonds paprika oil beans coriander peas cumin seeds onions bouillon tomatoes,almond paprika oil bean coriander pea cumin seed onion bouillon tomato
Dinner,10.0,80.0,550,33.0,8.0,22.0,6.0,37.0,"['oil', 'beans', 'chicken', 'pesto', 'tomatoes']",oil beans chicken pesto tomatoes,oil bean chicken pesto tomato
Dinner,5.0,100.0,344,16.0,5.0,0.0,0.0,50.0,"['turkey', 'carrots', 'onions', 'butter']",turkey carrots onions butter,turkey carrot onion butter
Dinner,20.0,10.0,346,19.0,6.0,21.0,2.0,21.0,"['honey', 'oil', 'sugar', 'pork', 'sauce', 'lime', 'cinnamon', 'lettuce', 'cucumber']",honey oil sugar pork sauce lime cinnamon lettuce cucumber,honey oil sugar pork sauce lime cinnamon lettuce cucumber
Dinner,35.0,50.0,543,32.0,16.0,56.0,3.0,5.0,"['chocolate', 'butter', 'sugar', 'salt', 'eggs', 'cream', 'flour', 'cocoa']",chocolate butter sugar salt eggs cream flour cocoa,chocolate butter sugar salt egg cream flour cocoa
Dinner,10.0,20.0,425,20.0,9.0,27.0,6.0,32.0,"['bread', 'lamb', 'oil', 'dill', 'carrots', 'mint', 'red', 'buns', 'quinoa']",bread lamb oil dill carrots mint red buns quinoa,bread lamb oil dill carrot mint red bun quinoa
Dinner,10.0,25.0,174,11.0,2.0,14.0,1.0,6.0,"['leaves', 'oil', 'eggs', 'sage', 'red', 'milk', 'flour']",leaves oil eggs sage red milk flour,leaf oil egg sage red milk flour
Dinner,10.0,480.0,268,5.0,2.0,23.0,5.0,30.0,"['gravy', 'potatoes', 'chicken']",gravy potatoes chicken,gravy potato chicken
Dinner,5.0,15.0,356,13.0,2.0,38.0,4.0,18.0,"['udon', 'peppercorns', 'oil', 'beans', 'tofu', 'cornflour', 'extra', 'sauce', 'seeds', 'onions', 'vinegar']",udon peppercorns oil beans tofu cornflour extra sauce seeds onions vinegar,udon peppercorn oil bean tofu cornflour extra sauce seed onion vinegar
Dinner,10.0,5.0,383,8.0,2.0,30.0,8.0,43.0,"['leaves', 'oil', 'coriander', 'cabbage', 'fillets', 'corn', 'lime', 'clove', 'red', 'potatoes', 'avocado']",leaves oil coriander cabbage fillets corn lime clove red potatoes avocado,leaf oil coriander cabbage fillet corn lime clove red potato avocado
Dinner,5.0,20.0,355,16.0,5.0,34.0,3.0,18.0,"['leaves', 'oil', 'eggs', 'tomatoes', 'rolls']",leaves oil eggs tomatoes rolls,leaf oil egg tomato roll
Dinner,5.0,20.0,290,9.0,2.0,23.0,12.0,16.0,"['oil', 'beans', 'kale', 'thyme', 'clove', 'wine', 'tomatoes', 'prosciutto', 'bulb']",oil beans kale thyme clove wine tomatoes prosciutto bulb,oil bean kale thyme clove wine tomato prosciutto bulb
Dinner,25.0,18.0,729,56.0,33.0,41.0,5.0,10.0,"['chocolate', 'butter', 'sugar', 'stout', 'extra', 'eggs', 'cream']",chocolate butter sugar stout extra eggs cream,chocolate butter sugar stout extra egg cream
Dinner,25.0,85.0,684,42.0,19.0,36.0,4.0,38.0,"['parsley', 'curry', 'leaves', 'butter', 'garlic', 'oil', 'pastry', 'carrots', 'chicken', 'broccoli', 'onions', 'cream', 'ginger', 'flour']",parsley curry leaves butter garlic oil pastry carrots chicken broccoli onions cream ginger flour,parsley curry leaf butter garlic oil pastry carrot chicken broccoli onion cream ginger flour
Dinner,20.0,360.0,537,32.0,10.0,25.0,5.0,35.0,"['chipotle', 'paprika', 'garlic', 'coriander', 'shells', 'cumin', 'orange', 'pork', 'lime', 'pineapple', 'juice', 'red', 'nutmeg', 'cream', 'avocado', 'oregano']",chipotle paprika garlic coriander shells cumin orange pork lime pineapple juice red nutmeg cream avocado oregano,chipotle paprika garlic coriander shell cumin orange pork lime pineapple juice red nutmeg cream avocado oregano
Dinner,15.0,0.0,542,33.0,15.0,50.0,3.0,8.0,"['honey', 'chocolate', 'hazelnuts', 'cheese']",honey chocolate hazelnuts cheese,honey chocolate hazelnut cheese
Dinner,10.0,50.0,459,24.0,10.0,27.0,4.0,24.0,"['bread', 'oil', 'garlic', 'cider', 'pork', 'sage', 'onions', 'cream', 'flour', 'pears']",bread oil garlic cider pork sage onions cream flour pears,bread oil garlic cider pork sage onion cream flour pear
Dinner,15.0,10.0,554,27.0,7.0,28.0,6.0,45.0,"['spinach', 'paprika', 'oil', 'beans', 'chorizo', 'garlic', 'fillets', 'extra', 'juice', 'red']",spinach paprika oil beans chorizo garlic fillets extra juice red,spinach paprika oil bean chorizo garlic fillet extra juice red
Dinner,15.0,60.0,438,29.0,8.0,12.0,6.0,28.0,"['bread', 'leaves', 'oil', 'chorizo', 'fat', 'black', 'chicken', 'red', 'tomatoes', 'pasta']",bread leaves oil chorizo fat black chicken red tomatoes pasta,bread leaf oil chorizo fat black chicken red tomato pasta
Dinner,10.0,10.0,196,13.0,2.0,1.0,0.0,20.0,"['parsley', 'oil', 'dijon', 'capers', 'fillets', 'extra', 'juice', 'lemon']",parsley oil dijon capers fillets extra juice lemon,parsley oil dijon caper fillet extra juice lemon
Dinner,20.0,35.0,513,30.0,17.0,53.0,4.0,6.0,"['almonds', 'butter', 'sugar', 'extra', 'eggs', 'juice', 'cream', 'flour', 'cocoa']",almonds butter sugar extra eggs juice cream flour cocoa,almond butter sugar extra egg juice cream flour cocoa
Dinner,20.0,70.0,636,38.0,18.0,63.0,3.0,9.0,"['sugar', 'pastry', 'pudding', 'blueberries', 'eggs', 'jam', 'milk', 'cream', 'lemon', 'flour', 'mascarpone']",sugar pastry pudding blueberries eggs jam milk cream lemon flour mascarpone,sugar pastry pudding blueberry egg jam milk cream lemon flour mascarpone
Dinner,20.0,60.0,599,8.0,1.0,97.0,13.0,25.0,"['lentils', 'leaves', 'oil', 'garlic', 'porcini', 'sauce', 'thyme', 'red', 'celery', 'spaghetti', 'tomatoes', 'mushrooms', 'marmite']",lentils leaves oil garlic porcini sauce thyme red celery spaghetti tomatoes mushrooms marmite,lentil leaf oil garlic porcini sauce thyme red celery spaghetti tomato mushroom marmite
Dinner,10.0,5.0,214,9.0,5.0,17.0,8.0,12.0,"['leaves', 'oil', 'beans', 'coriander', 'cabbage', 'cumin', 'corn', 'lime', 'clove', 'red', 'tomatoes']",leaves oil beans coriander cabbage cumin corn lime clove red tomatoes,leaf oil bean coriander cabbage cumin corn lime clove red tomato
Dinner,30.0,70.0,670,51.0,33.0,44.0,4.0,6.0,"['leaves', 'butter', 'extra', 'thyme', 'clove', 'potatoes', 'nutmeg', 'cream']",leaves butter extra thyme clove potatoes nutmeg cream,leaf butter extra thyme clove potato nutmeg cream
Dinner,15.0,55.0,293,12.0,1.0,31.0,8.0,10.0,"['stock', 'almonds', 'oil', 'garlic', 'beans', 'nutmeg', 'ginger']",stock almonds oil garlic beans nutmeg ginger,stock almond oil garlic bean nutmeg ginger
Dinner,40.0,105.0,533,19.0,3.0,60.0,16.0,19.0,"['lentils', 'oil', 'garlic', 'carrots', 'porcini', 'sauce', 'thyme', 'red', 'celery', 'tomatoes', 'mushrooms', 'milk', 'marmite', 'oregano']",lentils oil garlic carrots porcini sauce thyme red celery tomatoes mushrooms milk marmite oregano,lentil oil garlic carrot porcini sauce thyme red celery tomato mushroom milk marmite oregano
Dinner,15.0,30.0,324,15.0,5.0,27.0,11.0,15.0,"['polenta', 'cheese', 'oil', 'garlic', 'capers', 'extra', 'red', 'rounds', 'tomatoes', 'milk', 'olives', 'basil', 'oregano']",polenta cheese oil garlic capers extra red rounds tomatoes milk olives basil oregano,polenta cheese oil garlic caper extra red round tomato milk olive basil oregano
Dinner,10.0,10.0,392,13.0,3.0,37.0,5.0,30.0,"['chipotle', 'paprika', 'oil', 'sugar', 'coriander', 'cumin', 'cider', 'chicken', 'sauce', 'passata', 'pineapple', 'flour']",chipotle paprika oil sugar coriander cumin cider chicken sauce passata pineapple flour,chipotle paprika oil sugar coriander cumin cider chicken sauce passata pineapple flour
Dinner,10.0,15.0,470,28.0,12.0,17.0,4.0,35.0,"['lamb', 'leaves', 'oil', 'coriander', 'capers', 'cumin', 'onions', 'potatoes', 'lemon', 'shallots']",lamb leaves oil coriander capers cumin onions potatoes lemon shallots,lamb leaf oil coriander caper cumin onion potato lemon shallot
Dinner,30.0,40.0,545,28.0,13.0,69.0,2.0,4.0,"['butter', 'sugar', 'pecans', 'soda', 'syrup', 'flour']",butter sugar pecans soda syrup flour,butter sugar pecan soda syrup flour
Dinner,10.0,10.0,371,19.0,3.0,32.0,4.0,16.0,"['butter', 'oil', 'extra', 'sauce', 'eggs', 'noodles', 'peanuts', 'vegetables']",butter oil extra sauce eggs noodles peanuts vegetables,butter oil extra sauce egg noodle peanut vegetable
Dinner,15.0,60.0,523,11.0,2.3,54.0,15.0,43.0,"['beans', 'oil', 'pepper', 'sugar', 'coriander', 'cumin', 'chicken', 'broccoli', 'leeks', 'red', 'potatoes', 'bouillon', 'tomatoes', 'ginger']",beans oil pepper sugar coriander cumin chicken broccoli leeks red potatoes bouillon tomatoes ginger,bean oil pepper sugar coriander cumin chicken broccoli leek red potato bouillon tomato ginger
Dinner,20.0,30.0,403,19.0,6.0,15.0,5.0,40.0,"['oil', 'turkey', 'cumin', 'extra', 'chicken', 'broccoli', 'kale', 'red', 'clove', 'tomatoes', 'mushrooms', 'vegetables', 'oregano']",oil turkey cumin extra chicken broccoli kale red clove tomatoes mushrooms vegetables oregano,oil turkey cumin extra chicken broccoli kale red clove tomato mushroom vegetable oregano
Dinner,5.0,45.0,724,40.0,12.0,54.0,17.0,28.0,"['parsley', 'lentils', 'paprika', 'oil', 'garlic', 'red', 'sausages', 'vegetables']",parsley lentils paprika oil garlic red sausages vegetables,parsley lentil paprika oil garlic red sausage vegetable
Dinner,10.0,12.0,509,19.0,3.0,52.0,13.0,25.0,"['spinach', 'paprika', 'oil', 'pepper', 'garlic', 'beansprouts', 'peas', 'extra', 'leeks', 'eggs', 'red', 'miso', 'noodles', 'ginger']",spinach paprika oil pepper garlic beansprouts peas extra leeks eggs red miso noodles ginger,spinach paprika oil pepper garlic beansprouts pea extra leek egg red miso noodle ginger
Dinner,20.0,30.0,486,8.0,3.0,56.0,9.0,44.0,"['pepper', 'oil', 'turkey', 'coriander', 'extra', 'salad', 'sauce', 'juice', 'tomatoes', 'flour']",pepper oil turkey coriander extra salad sauce juice tomatoes flour,pepper oil turkey coriander extra salad sauce juice tomato flour
Dinner,10.0,5.0,229,22.0,13.0,0.4,0.2,8.0,"['cheese', 'butter', 'thyme', 'mustard', 'ale']",cheese butter thyme mustard ale,cheese butter thyme mustard ale
Dinner,30.0,65.0,564,33.0,9.0,43.0,3.0,21.0,"['stock', 'parsley', 'cheese', 'leaves', 'oil', 'garlic', 'nuts', 'salad', 'eggs', 'kale', 'juice', 'tomatoes', 'basil', 'quinoa']",stock parsley cheese leaves oil garlic nuts salad eggs kale juice tomatoes basil quinoa,stock parsley cheese leaf oil garlic nut salad egg kale juice tomato basil quinoa
Dinner,15.0,55.0,497,17.0,4.0,54.0,9.0,27.0,"['lentils', 'lamb', 'oil', 'leaves', 'cumin', 'kalamata', 'mint', 'onions', 'clove', 'bouillon', 'tomatoes', 'cucumber', 'lemon', 'tahini', 'basmati']",lentils lamb oil leaves cumin kalamata mint onions clove bouillon tomatoes cucumber lemon tahini basmati,lentil lamb oil leaf cumin kalamata mint onion clove bouillon tomato cucumber lemon tahini basmati
Dinner,10.0,435.0,251,6.0,2.0,22.0,9.0,23.0,"['lentils', 'cheese', 'paprika', 'oil', 'garlic', 'beans', 'carrots', 'cumin', 'beef', 'red', 'celery', 'rice', 'tomatoes', 'cream']",lentils cheese paprika oil garlic beans carrots cumin beef red celery rice tomatoes cream,lentil cheese paprika oil garlic bean carrot cumin beef red celery rice tomato cream
Dinner,15.0,25.0,560,20.0,6.0,65.0,8.0,26.0,"['curry', 'beans', 'oil', 'prawns', 'coriander', 'seeds', 'potatoes', 'milk', 'flour']",curry beans oil prawns coriander seeds potatoes milk flour,curry bean oil prawn coriander seed potato milk flour
Dinner,10.0,15.0,346,12.0,5.0,34.0,12.0,19.0,"['spinach', 'cheese', 'leaves', 'barley', 'oil', 'garlic', 'sage', 'bouillon', 'tomatoes']",spinach cheese leaves barley oil garlic sage bouillon tomatoes,spinach cheese leaf barley oil garlic sage bouillon tomato
Dinner,40.0,20.0,681,58.0,19.0,5.0,6.0,31.0,"['lamb', 'oil', 'garlic', 'beans', 'leaves', 'fillets', 'extra', 'mint', 'lemon', 'bulb']",lamb oil garlic beans leaves fillets extra mint lemon bulb,lamb oil garlic bean leaf fillet extra mint lemon bulb
Dinner,30.0,300.0,137,3.0,2.0,22.0,4.0,2.0,"['butter', 'sugar', 'cider', 'orange', 'onions', 'red', 'apples']",butter sugar cider orange onions red apples,butter sugar cider orange onion red apple
Dinner,10.0,0.0,184,0.0,0.0,17.0,0.1,1.0,"['ice', 'amaretto', 'cherries']",ice amaretto cherries,ice amaretto cherry
Dinner,40.0,10.0,445,17.0,9.0,62.0,1.0,4.0,"['butter', 'sugar', 'eggs', 'brandy', 'juice', 'apples', 'cinnamon', 'cream', 'biscuits']",butter sugar eggs brandy juice apples cinnamon cream biscuits,butter sugar egg brandy juice apple cinnamon cream biscuit
Dinner,5.0,20.0,417,17.0,6.0,43.0,5.0,22.0,"['tagliatelle', 'oil', 'capers', 'clove', 'lardons', 'lemon']",tagliatelle oil capers clove lardons lemon,tagliatelle oil caper clove lardons lemon
Dinner,20.0,10.0,325,27.0,17.0,1.0,0.1,19.0,"['lobster', 'parsley', 'butter', 'dijon', 'extra', 'clove', 'lemon']",lobster parsley butter dijon extra clove lemon,lobster parsley butter dijon extra clove lemon
